제목,가사,장르
보내는 마음,"너의 고운 두 눈에

이별에 아픔이

별빛 눈물 맺혀

방울 되어 흐르면

보내는 마음도

너무나 아프지만

가는 너의 행복을 빌어주네

웃으며 보내고

돌아선 두 뺨엔

사랑 했던 추억들이

눈물 되어 흐르네



보내는 마음도

너무나 아프지만

가는 너의 행복을 빌어주네

웃으며 보내고

돌아선 두 뺨에

사랑 했던 추억들이

눈물되어 흐르네",트로트
처음 느낀 사랑이야,"사랑한다 그래도 나는 너를
사랑하는데

언젠가 그대 작은 아기새처럼
나의 품에 안겨 울다 잠든밤
나를 흔들든 바람 가슴 떨리던 기쁨
아직도 난 기억해
그렇게 긴 시간이 흘러가도
그저 나는 그대 좋은친구지
혼자 마음 아픈날 얘기하고 싶지만
이제 너무 늦었어
오늘 그대 나에게 웃으면서 말했지
운명처럼 다가온 사랑을
이제야 찾았다고
서로 다른 길을 가겠지
믿고 싶진 않지만
슬픔속에 기쁨이었어
처음 느낀 사랑이야

모든것이 힘겨워 무너질때
그대 곁에 있어주고 싶었지
그런 마음을 알까 아무 기대도 없이
사랑할 수 있다는걸
오늘 그대 나에게 웃으면서 말했지
운명처럼 다가온 사랑을
이제야 찾았다고
서로 다른 길을 가겠지
믿고 싶진 않지만
슬픈 속에 기쁨이었어
처음 느낀 사랑이야

사랑한다 그래도 나는
너를 사랑하는데
슬픔속에 기쁨이었어
처음 느 낀 사랑이야",트로트
재회,"잊었단 말인가 나를
타오르던 눈동자를
잊었단 말인가 그때 일을
아름다운 기억을
사랑을 하면서도 우리
만나지도 못하고
서로 헤어진 채로 우리
이렇게 살아왔건만
싸늘히 식은 찻잔
무표정한 그대 얼굴
보고파 지샌 밤이
나 얼마나 많았는데
헤어져야 하는가 다시
아픔은 접어둔채로
떠나가야 하는가 다시
나만 홀로 남겨두고

싸늘히 식은 찻잔
무표정한 그대 얼굴
보고파 지샌 밤이
나 얼마나 많았는데
헤어져야 하는가 다시
아픔은 접어둔채로
떠나가야 하는가 다시
나만 홀로 남겨두고
나만 홀로 남겨두고",트로트
포플러나무 아래,"포플러 나무 아래
나만의 추억에 젖네
푸른하늘이 슬프게만
보이던 거리에서
언제나 말이 없던 너는
키작은 나를 보며
슬픈 표정으로 훔쳐보곤 했지
아무도 모르게
담벼락에 기대서서
긴머리를 쓸어 올리며
기억의 저편에서
우린 또 만나겠지만
흐려진 눈가엔 가득
너의 그리움만
라라라 라라라라라라
너의 그리움만

포플러 나무 아래
나만의 추억에 젖네
푸른하늘이 슬프게만
보이던 거리에서
언제나 말이 없던 너는
키작은 나를 보며
슬픈 표정으로 훔쳐보곤 했지
아무도 모르게
담벼락에 기대서서
긴 머리를 쓸어 올리며
기억의 저편에서
우린 또 만나겠지만
흐려진 눈가엔 가득
너의 그리움만
라라라 라라라라라라
너의 그리움만
라라라 라라라라라라
너의 그리움만
라라라 라라라라라라
너의 그리움만",트로트
그대는 나의 인생,"나오직 그대를 사랑해
그 사랑 변하지 마오
우린 비밀이 없어요
꿈과 사랑을 나누어요
그대는 나의 인생 인생 인생
아직은 아쉬움도 있지만
그대는 나의 인생 인생 인생
우리는 선택했어요
나오직 그대를 사랑해
그 사랑 변하지 마오
우린 모든것 다주어요
그대 나의 인생 이기에

그대는 나의 인생 인생 인생
아직은 아쉬움도 있지만
그대는 나의 인생 인생 인생
우리는 선택했어요
나오직 그대를 사랑해
그사랑 변하지 마오
우린 모든것 다주어요
그대 나의 인생이기에",트로트
잠깐,"돌아서서 떠나갈때 변하더라도
잠깐 웃고 지금만 있어요
왜 가는지 왜 가는지
떠나가는 이유라도 들어봅시다
사랑은 농담처럼
장난으로 생각하나요
웃는 내가 바보지
웃는 내가 바보야
웃는 내가 어리석지

도망치듯 달아나듯 변하는 그대
잠깐 그럴 수가 있나요
가더라도 가더라도
마지막 술잔이나 비우고 가소
속 다르고 겉 달랐던
사랑한다 그 말을
믿은 내가 바보지
믿은 내가 바보야
믿은 내가 어리석지",트로트
참새와 허수아비,"나는 나는 외로운
지푸라기 허수아비
너는 너는 슬픔도
모르는 노란 참새
들판에 곡식이 익을 때면
날 찾아 날아온 널
보내야만 해야 할
슬픈 너의 운명
훠이 훠이 가거라
산너머 멀리 멀리
보내는 나의 심정
내 님은 아시겠지
석양에 노을이 물들고
들판에 곡식이 익을 때면
노오란 참새는
날 찾아 와주겠지
훠이 훠이 가거라
산너머 멀리 멀리
보내는 나의 심정
내 님은 아시겠지
내 님은 아시겠지",트로트
비내리는판문점,"원한서린 휴전선에
밤은 깊은데
가신님의 눈물이냐
비가 나린다
불켜진 병사에는
고향 꿈도 서러운 밤
가로 막힌 철조망엔
구름만이 넘는구나
아아 판문점
비내리는 판문점

산마루의 초소에는
밤새 우는데
가신님의 눈물이냐
비가 나린다
저멀리 기적소리
고향 꿈을 부르는 밤
가로 막힌 삼팔선엔
바람만이 넘는구나
아아 판문점
비내리는 판문점",트로트
구름같은 인생,"어디로 가야하나 구름같은 내인생
바람이 부는대로 흘러가네
산위에 올라보면 하늘은 더 높듯이
갈수록 멀어지는 나의 꿈들
아 이것이 세상이란 말인가
어릴때 보았던 그모습이 아니야
가슴 적시던 저 노을빛이
오늘은 나를 울리네
어디로 가야하나 구름같은 내인생
바람이 부는대로 흘러가네

아 이것이 세상이란 말인가
어릴때 보았던 그모습이 아니야
가슴 적시던 저 노을빛이
오늘은 나를 울리네
어디로 가야하나 구름같은 내인생
바람이 부는대로 흘러가네
아 구름같은 인생",트로트
너는 내 남자 (DJ처리 Remix Ver.),"꽉낀 청바지 갈아입고

거리에 나섰다

오늘따라 보고싶어

너무나 보고싶어

그 까페를 찾아갔지만

너의 모습은

보이지 않았어

너를 의식못한 내방식대로

사랑한 탓으로

왠지 너를 놓칠 것 같은

예감 때문에

돌아오는 길이 난 무척 힘들었어

내가 미워도 한눈팔지마

너는 내남자

그래도 언제나 너는 내남자



다시한번 마음돌려

내게로 돌아와

오늘따라 보고싶어

너무나 보고싶어

그 까페를 찾아갔지만

너의 모습은

보이지 않았어

너를 이해못한 내방식대로

사랑한 탓으로

왠지너를 놓칠것 같은 예감 때문에

돌아오는 길이 난 무척 힘들었어

내가 미워도 한눈팔지마

너는 내남자

그래도 언제나 너는 내남자

너를 의식못한 내방식대로 사랑한

탓으로 왠지너를 놓칠것 같은 예감때문에

돌아오는 길이 난 무척 힘들었어

내가 미워도 한눈팔지마

너는 내 남자

그래도 언제나 너는 내 남자",트로트
석양길 나그네,"흘러가는 저 뭉게구름아
너 가는곳 어디메냐
갈곳 없는 나그네 마음을
달래볼길 영영없구나
웃어봐도 울어봐도
한번 떠난 내고향은
언제 다시 돌아 가려나
석양길 나그네야

날아가는 저 기러기들아
너 가는곳 어디메냐
사랑 잃은 나그네 마음을
몰라주니 야속하구나
웃어봐도 울어봐도
한번 떠난 내사랑은
언제다시 만나 보려나
석양길 나그네야",트로트
나는 바람 그대는 해바라기,"햇살이 창에 비쳐 따뜻하고요
내곁엔 그대 있어 포근하고요
하늘엔 흰구름이 둥실 떠가면
나는 바람같은 꽃
그대가 웃어주면 행복하고요
그대가 슬퍼하면 나도 울어요
조금만 슬퍼도 고개 숙이는
그댄 그댄 해바라기
세상이 어디움에 시달려가고
내몸이 여위워 가도
그래도 우리는 사랑한데요
이세상 다할때 까지
바람이 찾아드는 외로운 밤도
희미한 달 그림자 비춰 줄때도
커다란 두 눈에 눈물 고이는
그대 그대를 사랑해요

세상이 어디움에 시달려 가고
내몸이 여위워 가도
그래도 우리는 사랑한데요
이세상 다할때 까지
바람이 찾아드는 외로운 밤도
희미한 달 그림자 비춰 줄때도
커다란 두 눈에 눈물 고이는
그대 그대를 사랑해요",트로트
내게 숨은 당신,"바람이 불어오면
가슴이 저려오구요
정처없이 사랑틈에 흘러 걸어둔
내 가슴엔 어느새 비가 나려요
당신은 누구신가요
비되어 내게 숨은 당신은
피할길 없어 찾아든 나그넨가요
슬프도록 외로운 고독인가요
당신은 누구신가요
어쩌면 하얀 웃음으로
피어난 사랑인가요
어쩌면 하얀 웃음으로
다가온 사랑인가요
아 하
비되어 내게 숨은 당신은
피할길 없어 찾아든 나그넨가요
슬프도록 외로운 고독인가요
당신은 누구신가요

비되어 내게 숨은 당신은
피할길 없어 찾아든 나그넨가요
슬프도록 외로운 고독인가요
당신은 누구신가요
어쩌면 하얀 웃음으로
피어난 사랑인가요
어쩌면 하얀 웃음으로
다가온 사랑인가요
아 하
비되어 내게 숨은 당신은
피할길 없어 찾아든 나그넨가요
슬프도록 외로운 고독인가요
당신은 누구신가요",트로트
그대곁에 잠들고싶어,"나 그대 떠나 보낸 뒤에는
잠 못 이루는 밤 많았답니다
사랑했었다는 이유만으로
그토록 아픈상처 드린까닭에
나 그대 홀로 떠난 뒤에는
눈물 하염없이 흘렸답니다
희미해져가는 그대 모습에
슬픔은 소리없이 두 눈에 차네
흘러내리는 빗줄기 속에서
이 가슴 부여안고 홀로 서있네
흘러 넘치는 눈물때문에
입술을 깨물며 돌아섰지만
안타까운 이 내가슴에
다시 한번 보고싶은 그대
이제는 사라져간 추억뿐
그 이름 부르지도 못한답니다
꿈이라 하기엔 너무 서러워
차라리 그대곁에 잠들고 싶어

흘러내리는 빗줄기 속에서
이 가슴 부여안고 홀로 서있네
흘러 넘치는 눈물때문에
입술을 깨물며 돌아섰지만
안타까운 이 내가슴에
다시 한번 보고싶은 그대
이제는 사라져간 추억뿐
그 이름 부르지도 못한답니다
꿈이라 하기엔 너무 서러워
차라리 그대곁에 잠들고 싶어
꿈이라 하기엔 너무 서러워
차라리 그대곁에 잠들고 싶어",트로트
장난감 병정,"언제나 넌
내 창에 기대어
초점없는
그 눈빛으로
아무 말 없이
아무 의미도 없이
저 먼 하늘만
바라보는데
사랑이 이토록
깊은줄 몰랐어
어설픈 내
몸짓때문에
나는 너에게
어떤 의미가 되리
지워지지 않는
의미가 되리

사랑할 수 없어
아픈 기억때문에
이렇게 눈물흘리며
돌아서네
움직일 수 없어
이젠 느낄 수 없어

내 잊혀져갈
기억이기에
사랑이 이토록
깊은줄 몰랐어
어설픈 내
몸짓때문에
나는 너에게
어떤 의미가 되리
지워지지 않는
의미가 되리

사랑할 수 없어
아픈 기억때문에
이렇게 눈물흘리며
돌아서네
움직일 수 없어
이젠 느낄 수 없어
내 잊혀져갈
기억이기에
사랑이 이토록
깊은줄 몰랐어
어설픈 내
몸짓때문에
나는 너에게
어떤 의미가 되리
지워지지 않는
의미가 되리
나는 너에게
어떤 의미가 되리
지워지지 않는
의미가 되리",트로트
둘이서,"서로가 좋아서
사랑을 할때는
꽃이피는 봄날이지만
서로가 싫어서
이별을 한 뒤엔
찬바람만 몰아치더라
아 뜨겁게 뜨겁게
사랑을 하다가
돌아서면 남이라지만
둘이서 새긴 정
남몰래 새긴 정
그리쉽게 지울 수 있나
아 둘이 새긴 정

서로가 좋아서
사랑을 할때는
꽃이피고 새가울더라
서로가 싫어서
이별을 한 뒤엔
눈보라가 몰아치더라
아 뜨겁게 뜨겁게
사랑을 하다가
돌아서면 남이라지만
둘이서 새긴 정
남몰래 새긴 정
나는 나는 잊을 수 없다
아 잊을수 없다",트로트
꽃동네 새동네,"뜰 아래 반짝이는 햇살같이~
창 가에 속삭이는 별빛같이~
반짝이는 마음들이 모여삽니다~
오손도손 속삭이며 살아갑니다~
비바람이 불어도 꽃이 피듯이~
어려움속에서도 꿈은 있지요~
웃음이 피어나는 꽃동네 새동네~
행복이 번져가는 꽃동네 새동네~

뜰 아래 반짝이는 햇살같이~
창 가에 속삭이는 별빛같이~
반짝이는 마음들이 모여삽니다~
오손도손 속삭이며 살아갑니다~
비바람이 불어도 꽃이 피듯이~
어려움속에서도 꿈은 있지요~
웃음이 피어나는 꽃동네 새동네~
행복이 번져가는 꽃동네 새동네~",트로트
레인코트의 여인,"바람이 부는 낯선 거리를
쓸쓸하게 걷는 저 여인
레인코트 주머니에
두 손을 깊이 찌르고
무슨 생각하며 걸을까
흠뻑 젖어서 마음도 젖어서
우산없이 걷는 저 여인
내리는 빗소리에
옛 추억을 못잊어하나
하염없이 흐느껴 우네
떠나버린 님 생각에
외로운 마음을
빗줄기에 달래려하나
내리는 빗속을 홀로 거니는
레인코트의 여인
바람이 부는 낯선 거리를
쓸쓸하게 걷는 저 여인
레인코트 주머니에
두 손을 깊이 찌르고
무슨 생각하며 걸을까
흠뻑 젖어서 마음도 젖어서
우산없이 걷는 저 여인
내리는 빗소리에
옛 추억을 못잊어하나
하염없이 흐느껴 우네
떠나버린 님 생각에
외로운 마음을
빗줄기에 달래려하나
내리는 빗속을 홀로 거니는
레인코트의 여인
레인코트의 여인",트로트
가을사랑,"1.그대 사랑 가을 사랑 단풍일면` 그대 오고 그대 사랑 가을 사랑 낙엽지면` 그대 가(갔)네 그대 사랑` 가을 사랑 파란하늘` 그대 얼굴 그대 사랑 가을 사랑 새벽안개 그대 마음 @가을아 가을 오면 가지 말아라 가을~으흐을가을 내 맘 아려나 그대 사랑` 가을 사랑 저 들길에 그대 발자욱 그대 사랑` 가을 사랑 빗소리는 그대 목소리 ,,,,,,,,,,2. 가~~~리~우후~~~~우. (2130)",트로트
내 하나의 사람은 가고,"너를 보내는 들판에 마른 바람이 슬프고

내가 돌아선 하늘에 살빛 낯달이 슬퍼라

오래토록 잊었던 눈물이 솟고

등이 휠것같은 삶에 무게여

가거라 사람아 세월을 따라

모두가 걸어가는 쓸쓸한 그길로



이젠 그누가 있어 이외로움 견디며 살까

이젠 그누가 있어 이가슴 지키며 살까

아~ 저하늘에

구름이나 될까 너있는 그먼땅을 찾아나설까

사람아 사람아 내 하나의 사람아

이늦은 참회를 너는 아는지",트로트
내이름은 순이,"내 이름은 순이랍니다
하지만 여기서는 에레나예요
그냥그냥 18번으로 통한답니다

술이좋아 마신술이 아니랍니다
괴로워서 마신술에 내가 취해서
고향에 부모형제 고향에 내동생이
보고파 웁니다
그날 밤 극장앞에서 그 역전 캬바레에서
보았다는 뜬 소문도 거짓이예요



내 이름은 순이랍니다
하지만 여기서는 에레나예요
그냥그냥 18번으로 통한답니다

술이좋아 마신술이 아니랍니다
괴로워서 마신술에 내가 취해서
고향에 부모형제 고향에 내동생이
보고파 웁니다
그날 밤 극장앞에서 그 역전 캬바레에서
보았다는 뜬 소문도 거짓이예요

술이좋아 마신술이 아니랍니다
괴로워서 마신술에 내가 취해서
고향에 부모형제 고향에 내동생이
보고파 웁니다
그날 밤 극장앞에서 그 역전 캬바레에서
보았다는 뜬 소문도 거짓이예요",트로트
분위기 좋고,"분위기 좋고 좋고
느낌이 와요 와요
준비는 됐어 됐어 오메 좋은 거
분위기 좋고 좋고
폼도 좋구나 좋아
준비는 됐어 됐어 나는 행복해
봐요 봐요 봐요 봐요
아싸 이쁜 내사랑
보고 싶어 갑니다 가요
내가가요
당신만의 사랑이 되어
길은 멀어도 마음은 하나요
뜨거운 내 마음 받아만 준다면
분위기 좋고 좋고
느낌이 와요 와요
준비는 됐어 됐어 오메 좋은 거
분위기 좋고 좋고
폼도 좋구나 좋아
준비는 됐어 됐어 나는 행복해
내 인생에도 봄이 온다
내 사랑에도 꽃이 핀다
분위기 좋고 좋고
느낌이 와요 와요
준비는 됐어 됐어 오메 좋은 거
분위기 좋고 좋고
폼도 좋구나 좋아
준비는 됐어 됐어 나는 행복해
봐요 봐요 봐요 봐요
아싸 이쁜
내사랑 보고 싶어
갑니다 가요
내가가요 당신만의 사랑이 되어
길은 멀어도 마음은 하나요
뜨거운 내 마음 받아만 준다면
분위기 좋고 좋고
느낌이 와요 와요
준비는 됐어 됐어 오메 좋은 거
분위기 좋고 좋고
폼도 좋구나 좋아
준비는 됐어 됐어 나는 행복해
사랑이 온다 와요
옵니다 옵니다 와요
느낌이 와요 와요 오메 좋은 거
그 님이 온다 와요
좋구나 좋구나 좋아
준비는 됐어 됐어 나는 행복해",트로트
흔들린 사랑,"서로 다른 생각을 갖고
빈 가슴 안고 사느니
차라리 돌아서서
다시 한번 마주보자
그래도 우리 가슴이
뜨거워 지지 않으면
바람처럼 도시의 밤을
서성이며 살다보면
같이 산다는 것이
아름답다는 것을
눈물 속에서 보게 되리라

바보나 우는 것이야
혼자라 생각하지마
헤어져 사는 것도
사랑은 사랑이야
못 본다 생각하면
나 또한 가슴 아픈일
우리는 더 외로운 듯
서로를 갈망하지
미워하며 사느니
미워하며 사느니
그리워 하며 살리라
미워하며 사느니
미워하며 사느니
그리워 하며 살리라",트로트
그런거야,"어쩌다 만난 사람끼리

그렇게 그렇게 맺어서

사랑이 깊으면 얼마나 깊은 것이랴~~

토라져 버린 아이처럼

그렇게 그렇게 헤어져~~

이별이 슬프면 얼마나 슬픈 것이랴~~

기쁘다고 웃지도 말고

슬프다고 울지도 말자

그런 거야 그런 거야

사랑은 그런 거야

아이 적에 혼나던 감기처럼 그런 거야

아침이 다시 밝~으면 그렇게 그렇게 잊을 걸

이 밤이 길며 는 얼마나 깊은 것이랴

어쩌다 보면 세월도

그렇게 그렇게 흐를 걸 기쁨도 슬픔도

지나면 추억 아니랴~~

그리워도 생각을 말자

미련일랑 갖지를 말자

그런 거야

그런 거야 사랑은 그런 거야

아름다운 한 여름 불꽃처럼 그런 거야

그런 거야 그런 거야 사랑은 그런 거야

그런 거야 그런 거야 사랑은 그런 거야

그런 거야 그런 거야 사랑은 그런 거야",트로트
유리벽 사랑,"처음으로 느껴보았던
당신의 사랑 앞에서
그리움과 외로움이
낙엽처럼 쌓여만 가네
더 이상은 갈 수 없는
슬픈 사랑이었다면
차라리 맺지 말지
정은 왜 주고
아 유리벽 사랑
내 어이 너를 잊을 수 있나
가슴으로 느껴보았던
뜨거운 사랑 앞에서
내 모든 걸 다 주었다
아낌없이 다 주었는데
더 이상은 갈 수 없는
슬픈 사랑이었다면
이제는 떠나야지
아무 말 없이
아 타인의 사랑
내 어이 너를 잊을 수 있나",트로트
작은 연인들,"언제 우리가 만났던가
언제 우리가 헤어졌던가
만남도 헤어짐도 아픔이었지
가던 길 돌아서면
들리는 듯 들리는 듯 너의 목소리

말없이 돌아보면
방울방울 눈물이 흐르는
너와 나는 작은 연인들

언제 우리가 만났던가
언제 우리가 헤어졌던가
만남도 헤어짐도 아픔이었지
가던 길 돌아서면
들리는 듯 들리는 듯 너의 목소리

말없이 돌아보면
방울방울 눈물이 흐르는
너와 나는 작은 연인들 .",트로트
10분내로,"그래요 믿어줄게요 나만 사랑한다면
딱 한가지만 약속해 줘요 내가 전화할 땐
늦어도 십분내로 내게로 달려와요
꾸물대지말고 핑계대지말고 옆길로 새지도 말고
여자는 꽃이랍니다 혼자 두지 말아요
당신 가슴에 영원히 지지않는
꽃이 될래요 십분내로

그래요 믿어줄게요 나만 사랑한다면
딱 한가지만 약속해 줘요 세상 끝나도록
바람이 분다해도 눈보라 친다 해도
나만 사랑한다 나만 생각한다 그렇게 약속해줘요
당신은 나만의 남자 나는 당신의 여자
언제나 멋진 당신 가슴에 안겨
꽃이 될래요 십분내로",트로트
빗속의 여인,"잊지 못할 빗속의 여인
그 여인을 잊지 못하네
노오란 레인코트에
검은 눈동자 잊지 못하네
다정하게 미소지며
검은 우산을 받쳐주네
내리는 빗방울 바라보며
말없이 말없이 걸었네
잊지 못할 빗속의 여인
그 여인 을 잊지 못하네
다정하게 미소지며
검은 우산을 받쳐주네
내리는 빗방울 바라보며
말없이 말없이 걸었네
잊지 못할 빗속의 여인
그 여인을 잊지 못하네",트로트
바닷가에서,"파도소리 들리는
쓸쓸한 바닷가에
나 홀로 외로이
추억을 더듬네
그대 내 곁을 떠나
멀리 있다 하여도
내 마음 속 깊이
떠나지 않는 꿈
서러워라
아 새소리만 바람타고
처량하게 들려오는
백사장이 고요해
파도소리 들리는
쓸쓸한 바닷가에
흘러간 옛날의
추억에 잠겨
나 홀로 있네",트로트
덕수궁 돌담길,"나훈아 - 덕수궁 돌담길
비내리는 덕수궁 돌담 저 길을
우산 없이 혼자서 거니는 사람
무슨 사연 있길래 혼자 거닐까
저토록 비를 맞고 혼자 거닐까
밤비가 소리없이 내리는 밤에
간주중
밤도 깊은 덕수궁 돌담 저 길을
비를 맞고 말없이 거니는 사람
옛날에는 두사람 거닐던 길을
지금은 어이해서 혼자 거닐까
밤비가 하염없이 내리는 밤에",트로트
들국화 여인,"사랑에 병이 나면
무슨 약이 있나요
그 것은 하나 오직 당신의
그 정이 약이랍니다
세월이 흘러 가면
잊혀 진다 하지만
그것은 내 마음을
달래려고 하는 말
아 오늘밤도 오늘밤도
눈물짖는 들국화 여인

가슴에 타는 불꽃은
무었으로 끄나요
그것은 하나 오직 그 님의
그 정이 약이랍니다
찬 바람 불어 오면
외진 길가 모퉁이
오늘도 서러웁게
떨고 있는 들국화
아 어느 누가 어느 누가
감싸주랴 들국화 여인",트로트
이룰 수 없는 사랑,"텅 빈 세상인 것 같아
그대가 나를 떠나던 날엔
눈물만 흘러
아무 말없이 그냥 멍하니
시린 눈을 감아 버렸어
아픈 기억 서로 가슴에 안고
돌아서면 남이 되는걸
우리 사랑이
이렇게 끝이 나는걸
우리 만나지 말껄 그랬지
그냥 모르는채로 어디에선가
너는 너대로 나는 나대로
마음 편히 살껄 그랬지
이름 석자 서로 가슴에 안고
미워하며 살아간다면
우리 차라리
만나지 말껄 그랬어
우리 돌아보지 말고 살아요
서로 보고파 질땐 눈을 감아요
나의 가슴엔 당신사랑이
눈물처럼 빛날꺼예요
이룰 수 없는 사랑이라고
아픔만은 아닐꺼예요
우리 서로를
기도하며 살기로해요",트로트
개나리 처녀,"개나리 우물가에
사랑 찾는 개나리 처녀
종달새가 울어 울어
이팔청춘 봄이 가네
어허야 얼씨구 타는 가슴
요놈의 봄바람아
늘어진 버들가지 잡고서
탄식해도 낭군님 아니 오고
서산에 해 지네
개나리 우물가에
사랑 찾는 개나리 처녀
소쩍새가 울어 울어
내 얼굴에 주름지네
어허야 얼씨구 무정쿠나
지는 해 말 좀 해라
성황당 고개 마루
소 모는 저 목동아
지는 해 멀다 말고 내 품에 쉬려마",트로트
향수,"가랑잎이 휘날리는
저녁 바람 서늘한데
하염없이 철새들은
어데로 날아가나
가고 싶은 길은 멀고
외로움 몸 고달픈데
황혼이면 언제라도
고향 노을 그리워요
가도 가도 끝이없는
저녁 하늘 바람 찬데
지향없이 철새들은
누구를 찾아가나
정든 사람 멀리 두고
가고 싶은 마음인데
저녁 노을 짙어지면
고향 노을 그리워요",트로트
나쁜 사람이야,"이봐요 미운 사람아
당신 정말 나쁜 사람이야
잔잔한 가슴 흔들어 놓고
모르는 체 가는 당신
사랑의 그 미소와
따스하던 그 손길이
가슴에 남아있는데
마지막 내 마음도
자존심도 가져간 당신
신기하게도 고우면서 미운 사람
나한테는 나쁜 사람이야
이봐요 미운 사람아
당신 정말 나쁜 사람이야
잔잔한 가슴 흔들어 놓고
모르는 체 가는 당신
사랑의 그 미소와
따스하던 그 손길이
가슴에 남아 있는데
마지막 내 마음도
자존심도 가져간 당신
신기하게도 고우면서 미운 사람
나한테는 나쁜 사람이야
당신 정말 나쁜 사람이야",트로트
돌리도,"돌리도
잘 해 잘 해 잘 해
바라볼 때 잘 해
너만 바라볼 때
잘 해 잘 해 잘 해 있을 때 잘 해
옆에 있을 때
돌리도 돌리도 내 사랑 돌리도
첫눈에 뿅 갔다고
나 없이는 못 산다고
죽자 살자 매달린
요놈의 사랑아
당신 사랑 깊이를
자로 자로 재 보니
일 미터도 못 되더라
잘 해 잘 해 잘 해
바라볼 때 잘 해
너만 바라볼 때
잘 해 잘 해 잘 해 있을 때 잘 해
옆에 있을 때
한 번 떠난 사랑은 다시 오지 않아
후회할 때는 이미 늦었어
돌리도 돌리도 내 사랑 돌리도
돌리도 돌리도 내 사랑 돌리도
잘 해 잘 해 잘 해
바라볼 때 잘 해
너만 바라볼 때
잘 해 잘 해 잘 해 있을 때 잘 해
옆에 있을 때
돌리도 돌리도 내 사랑 돌리도
첫눈에 뿅 갔다고
나 없이는 못 산다고
죽자 살자 매달린
요놈의 사랑아
당신 사랑 깊이를
자로 자로 재 보니
일 미터도 못 되더라
잘 해 잘 해 잘 해
바라볼 때 잘 해
너만 바라볼 때
잘 해 잘 해 잘 해 있을 때 잘 해
옆에 있을 때
한 번 떠난 사랑은 다시 오지 않아
후회할 때는 이미 늦었어
돌리도 돌리도 내 사랑 돌리도
돌리도 돌리도 내 사랑 돌리도",트로트
아이 좋아라,"아이 좋아라 아이 좋아라
예쁜 내 님 아이 좋아라
이리 봐도 내 사랑
저리 봐도 내 사랑
아이 좋아 아이 좋아라
당신께 사랑을 받기 위해
이 세상에 내가 왔어요
맞잡은 이 손 놓지 말아요
꼭 안아 주세요
아이 좋아라 예쁜 내 님아
아이 좋아라 아이 좋아라
예쁜 내 님 아이 좋아라
이리 봐도 내 사랑
저리 봐도 내 사랑
아이 좋아 아이 좋아라
당신께 사랑을 받기 위해
이 세상에 내가 왔어요
맞잡은 이 손 놓지 말아요
꼭 안아 주세요
아이 좋아라 예쁜 내 님아",트로트
우중의 여인,"장대같이 쏟아지는
밤비를 헤치고
나의 창문을 두드리며
흐느끼는 여인아
만나지 말자고
맹세한 말 잊었는가
그대로 울지말고
돌아가라고
그대로 돌아가다고
깨무는 그 입술을
보이지를 말고서
비바람이 휘몰아쳐
전등도 꺼진 밤
못난 인생을 저주하며
흐느끼는 여인아
행복을 빌자고
맹세한 말 잊었는가
말없이 울지말고
돌아가다고
말없이 돌아가다오
사나이 이 가슴을
울리지 말고서",트로트
삼각관계,"누군가 한 사람이 울어야 하는
사랑에 삼각형을 만들어 놓고
기로에선 세 사람 세 사람
사랑을 고집하면 친구가 울고
우정을 따르자니 내가 우네
사랑이 우네
하필이면 왜 내가
너를 하필이면 왜 내가
너를 사랑했나 우는 세 사람
누군가 한 사람이 울어야 하는
사랑에 삼각형을 만들어 놓고
기로에선 세 사람 세 사람
사랑을 고집하면 친구가 울고
우정을 따르자니 내가 우네
사랑이우네 하필이면
왜 내가 너를
하필이면 왜 내가 너를 사랑했나
우는 세 사람",트로트
해운대 연가,"푸른 물결 춤을 추고 물새 날아드는
해운대에 밤은
또 그렇게 지나가는데
솔밭길을 걷던
우리들의 사랑얘기가
파도에 밀려 사라지네
하얀 모래밭에
사랑해란 글씨를 쓰며
영원히 날 사랑한다 맹세하던 그대
널 널 널 사랑해
떨리는 내 입술에 키스해주던 너
보고 싶은 사람 추억 속의 그대
해운대의 사랑이여
푸른 물결 춤을 추고 물새 날아드는
해운대에 밤은
또 그렇게 지나가는데
솔밭길을 걷던
우리들의 사랑얘기가
파도에 밀려 사라지네
하얀 모래밭에
사랑해란 글씨를 쓰며
영원히 날 사랑한다 맹세하던 그대
널 널 널 사랑해
떨리는 내 입술에 키스해주던 너
보고 싶은 사람 추억 속의 그대
해운대의 사랑이여
보고 싶은 사람 추억 속의 그대
해운대의 사랑이여",트로트
이 좋은 세상에,"사랑도 지나가고 세월도 지나가고 인생도 지나겠지만ㅡㅡ
한번준 정 되돌릴수없잖아 이ㅡ좋은 세상에
사는게 모두가 다 그런거라고 말ㅡ들은 쉽게하지만ㅡㅡ
너없이 사는세상 너없는 이세상이
나ㅡ만 혼자 무슨의미 무슨행복있겠니ㅡㅡㅡ

돌아볼 세월이야 막걸리 한사발에 내인생 술안주겠지만ㅡㅡ
한번준 정 되돌릴수없잖아 이ㅡ좋은 세상에
사는게 모두가 다 그런거라고 말ㅡ들은 쉽게하지만ㅡㅡ
너없이 사는세상 너없는 이세상이
나만 혼자 무슨 의미 무슨행복있겠니ㅡㅡㅡ
너없이 사는세상 너없는 이세상이
나만 혼자 무슨의미 무슨행복 있겠니ㅡㅡㅡ",트로트
